Tipo de Especie,Cantidad Producida,Mes,Año,
Reflexa,520,Agosto,2023,
Roble Amariilo,1534,Agosto,2023,
Roble Morado,420,Agosto,2023,
Seria de Dia y Puta de Noche,140,Agosto,2023,
Suculenta,259,Agosto,2023,
Tamarindo,420,Agosto,2023,
Tarvena Montana,25,Agosto,2023,
Trinitarias,18,Agosto,2023,
Tu y yo ,78,Agosto,2023,
Uva de playa,337,Agosto,2023,
Violetas,460,Agosto,2023,
Voladora,250,Agosto,2023,
Yinyere,35,Agosto,2023,
zapatico verde,940,Agosto,2023,
Zapatico matizado,400,Agosto,2023,
Atenia ,22,Agosto,2023,
Brassavola,6,Agosto,2023,
Begonia,5,Agosto,2023,
Cattleya,18,Agosto,2023,
Cactus,35,Agosto,2023,
Calenchoe,5,Agosto,2023,
Cymbium,92,Agosto,2023,
Dendrobium,72,Agosto,2023,
Dendrobium Calante,3,Agosto,2023,
Espotalotti,3,Agosto,2023,
Falenosis,16,Agosto,2023,
Fycus Lyrata,8,Agosto,2023,
Flor De Pascua,22,Agosto,2023,
Gongora ,3,Agosto,2023,
Jade,12,Agosto,2023,
Maxillaria,3,Agosto,2023,
Mala Madre,7,Agosto,2023,
Moje Maculata ,3,Agosto,2023,
Mijuaquina,27,Agosto,2023,
Oncidium,8,Agosto,2023,
Peperonia,4,Agosto,2023,
Peristeria Elata,8,Agosto,2023,
Epidendrum,40,Agosto,2023,
Tolumnia ,15,Agosto,2023,
Sarmia,18,Agosto,2023,
Suculenta,40,Agosto,2023,
Vanda,8,Agosto,2023,
24 horas,13,Agosto,2023,
Llorona,5,Agosto,2023,
Vainilla,6,Agosto,2023,
Jasmin,3,Agosto,2023,
Jade,6,Agosto,2023,
Juan Primero,1,Agosto,2023,
Gramberry,2,Agosto,2023,
Gallego ,4,Agosto,2023,
Gallego Matizado,13,Agosto,2023,
Guardia Civil,2,Agosto,2023,
Granada,4,Agosto,2023,
Uva de playa,48,Agosto,2023,
Escabiola ,15,Agosto,2023,
Esparrago,4,Agosto,2023,
Yinyere,8,Agosto,2023,
Zapatico verde,11,Agosto,2023,
Olquidea De Tierra,3,Agosto,2023,
Zapatico matizado,115,Agosto,2023,
Ficus Japones,7,Agosto,2023,
Framboyan,7,Agosto,2023,
Flar De Bayahibe,1,Agosto,2023,
Filodendro,21,Agosto,2023,
Flor del Peru ,6,Agosto,2023,
Waifer,2,Agosto,2023,
Almendra,380,Septiembre ,2023,
Algodón ,120,Septiembre ,2023,
Aleli,110,Septiembre ,2023,
Aleli Adulto,60,Septiembre ,2023,
Agabe ,141,Septiembre ,2023,
Avellana,178,Septiembre ,2023,
Agodon,100,Septiembre ,2023,
Arroz Chino ,78,Septiembre ,2023,
Aromatica,90,Septiembre ,2023,
Bambu Grande,17,Septiembre ,2023,
Bromelia,12,Septiembre ,2023,
Cayena,2374,Septiembre ,2023,
Cactus,3,Septiembre ,2023,
Cajul,300,Septiembre ,2023,
Caoba Criolla,5,Septiembre ,2023,
Caimoni,100,Septiembre ,2023,
Caricatura,20,Septiembre ,2023,
Coralillos,80,Septiembre ,2023,
Corazon de paloma,1,Septiembre ,2023,
Costilla De Adam,3,Septiembre ,2023,
Cheflera,29,Septiembre ,2023,
Copey,114,Septiembre ,2023,
Cucaracha,140,Septiembre ,2023,
Cuerno de Venado,60,Septiembre ,2023,
Crotos,72,Septiembre ,2023,
Dianela,19,Septiembre ,2023,
Diente de dragon,300,Septiembre ,2023,
Escabiola,505,Septiembre ,2023,
Ficus Ale,17,Septiembre ,2023,
Filodendro ,35,Septiembre ,2023,
Flor de Bayahibe,165,Septiembre ,2023,
Flor del Peru ,4,Septiembre ,2023,
Framboyan,714,Septiembre ,2023,
Gallego Matizado,795,Septiembre ,2023,
Granada,25,Septiembre ,2023,
Guarana .,775,Septiembre ,2023,
Guayacan,228,Septiembre ,2023,
Guano,137,Septiembre ,2023,
Guardia Civil,12,Septiembre ,2023,
Gina,49,Septiembre ,2023,
Gramberry,124,Septiembre ,2023,
Higuero Enano ,179,Septiembre ,2023,
Higuero,175,Septiembre ,2023,
Iris blanca,4,Septiembre ,2023,
Jacaranda,360,Septiembre ,2023,
Juan Primero,496,Septiembre ,2023,
Lengua de Vaca Enana,46,Septiembre ,2023,
Lengua De Vaca Grande ,454,Septiembre ,2023,
Limoncillo frutal,47,Septiembre ,2023,
Lluvia de coral,1760,Septiembre ,2023,
Marva Roja,105,Septiembre ,2023,
Marginata ,9,Septiembre ,2023,
Mara ,122,Septiembre ,2023,
Malva Verde,1182,Septiembre ,2023,
Mantequilla ,29,Septiembre ,2023,
Masanyana,3,Septiembre ,2023,
Orquidea de tierra,29,Septiembre ,2023,
Oregano Poleo,9,Septiembre ,2023,
Pajan Blaco,225,Septiembre ,2023,
Palama Areca,3,Septiembre ,2023,
Palma Real,15,Septiembre ,2023,
Palma Cana,374,Septiembre ,2023,
Palma Alexandra,2978,Septiembre ,2023,
Palma Coco Plumoso,1330,Septiembre ,2023,
Palma Manila,700,Septiembre ,2023,
Palma Guano,140,Septiembre ,2023,
Palma Yarey,100,Septiembre ,2023,
Palma Santiago,500,Septiembre ,2023,
Palma Robelina,310,Septiembre ,2023,
Palma Mango Meliana,530,Septiembre ,2023,
Pintalabio,250,Septiembre ,2023,
Pino Cubano,30,Septiembre ,2023,
Perla Negra,120,Septiembre ,2023,
Penda ,10,Septiembre ,2023,
Progreso,17,Septiembre ,2023,
Rosas,25,Septiembre ,2023,
Reflexa,586,Septiembre ,2023,
Robles Amarillo,3502,Septiembre ,2023,
Roble Morado,865,Septiembre ,2023,
Seria de Dia y Puta de Noche,117,Septiembre ,2023,
Suculenta,115,Septiembre ,2023,
Tamarindo,149,Septiembre ,2023,
Taberna Montana,13,Septiembre ,2023,
Trinitarias,18,Septiembre ,2023,
Tu y yo ,110,Septiembre ,2023,
Uva de playa,216,Septiembre ,2023,
Violeta,93,Septiembre ,2023,
Voladora,250,Septiembre ,2023,
Yinyere,23,Septiembre ,2023,
Zapatico verde,770,Septiembre ,2023,
Zapatico matizado,124,Septiembre ,2023,
Atenia ,15,Septiembre ,2023,
Brassavola,11,Septiembre ,2023,
Begonia,5,Septiembre ,2023,
Cattleya,15,Septiembre ,2023,
Cactus,32,Septiembre ,2023,
Calenchoe,10,Septiembre ,2023,
Cymbium,90,Septiembre ,2023,
Dendrobium,125,Septiembre ,2023,
Dendrobium Calante,3,Septiembre ,2023,
Espotalotti,5,Septiembre ,2023,
Fanelosis,14,Septiembre ,2023,
Ficus Lyrata,7,Septiembre ,2023,
Gongora ,3,Septiembre ,2023,
Jade,10,Septiembre ,2023,
Maxillaria,2,Septiembre ,2023,
Mala Madre,5,Septiembre ,2023,
Moje Maculata ,4,Septiembre ,2023,
Mijuaquina,27,Septiembre ,2023,
Oncidium,9,Septiembre ,2023,
Peristeria Elata,6,Septiembre ,2023,
Epidendrum,14,Septiembre ,2023,
Tolumnia,30,Septiembre ,2023,
Sarmia,15,Septiembre ,2023,
Suculenta,60,Septiembre ,2023,
Vanda,10,Septiembre ,2023,
24 horas,14,Septiembre ,2023,
Llorona,5,Septiembre ,2023,
Vainilla,6,Septiembre ,2023,
Almendra,350,Octubre,2023,
Aleli,71,Octubre,2023,
Aleli Adulto,52,Octubre,2023,
Arraijan,2,Octubre,2023,
Agave,240,Octubre,2023,
Avellana,169,Octubre,2023,
Algodón,20,Octubre,2023,
Aromatica,5,Octubre,2023,
Bambu Grande,18,Octubre,2023,
Cayena,2210,Octubre,2023,
Captus,100,Octubre,2023,
Cajul,260,Octubre,2023,
Caoba Criolla,5,Octubre,2023,
Caimoni,100,Octubre,2023,
Corarillo,9,Octubre,2023,
Cheflera,3,Octubre,2023,
Copey,106,Octubre,2023,
Cuerno de Venado,68,Octubre,2023,
Crotos,498,Octubre,2023,
Dianela,11,Octubre,2023,
Diente de dragon,298,Octubre,2023,
Escabiola,465,Octubre,2023,
Ficus Alex,17,Octubre,2023,
Filodendro,31,Octubre,2023,
Flor de Bayahibe,177,Octubre,2023,
Flor del Peru ,3,Octubre,2023,
Framboyan,1040,Octubre,2023,
Gallego Matizado,630,Octubre,2023,
Granada,20,Octubre,2023,
Guarana ,789,Octubre,2023,
Guayacan,231,Octubre,2023,
Gina,55,Octubre,2023,
Gramberry,5,Octubre,2023,
Higuero,190,Octubre,2023,
Jacaranda,170,Octubre,2023,
Juan Primero,630,Octubre,2023,
Lengua de vaca grande,744,Octubre,2023,
Limoncillo frutal,46,Octubre,2023,
Lluvia de coral,1699,Octubre,2023,
Malginata,6,Octubre,2023,
Mara,85,Octubre,2023,
Malva roja,60,Octubre,2023,
Malva Verde,1199,Octubre,2023,
Mantequilla ,31,Octubre,2023,
Masanyana,3,Octubre,2023,
Orquidea de tierra,22,Octubre,2023,
Oregano Poleo,26,Octubre,2023,
Pajon blanco,215,Octubre,2023,
Palma datilera,290,Octubre,2023,
Palma areca,205,Octubre,2023,
Palma abanico,45,Octubre,2023,
Palma Real,124,Octubre,2023,
Palma cana,694,Octubre,2023,
Palma Alexandra,2735,Octubre,2023,
Palma Coco Plumoso,1130,Octubre,2023,
Palma Manila,580,Octubre,2023,
Palma Guano,240,Octubre,2023,
Palma Yarey,25,Octubre,2023,
Palma Santiago,585,Octubre,2023,
Palma Robelina,150,Octubre,2023,
Palma mongo meliana ,520,Octubre,2023,
Pintalabio,210,Octubre,2023,
Pino Cubano,18,Octubre,2023,
Penda,6,Octubre,2023,
Pulpura,140,Octubre,2023,
Reflexa,730,Octubre,2023,
Robles Amarillo,3354,Octubre,2023,
Robles Morado,1140,Octubre,2023,
Seria de Dia y Puta de Noche,80,Octubre,2023,
Tamarindo,410,Octubre,2023,
Taberna Montana,14,Octubre,2023,
Trinitarias,2,Octubre,2023,
Tu y yo ,110,Octubre,2023,
Uva de playa,199,Octubre,2023,
Violeta,40,Octubre,2023,
Voladora,250,Octubre,2023,
Waife,125,Octubre,2023,
Yinyere,5,Octubre,2023,
Zapatico verde,900,Octubre,2023,
Atenia ,20,Octubre,2023,
Brassavola,8,Octubre,2023,
Begonia,5,Octubre,2023,
Cattleya,18,Octubre,2023,
Cactus,55,Octubre,2023,
Calenchoe,7,Octubre,2023,
Cymbium,92,Octubre,2023,
Dendrobium,130,Octubre,2023,
Dendrobium Calante,3,Octubre,2023,
Espotalotti,3,Octubre,2023,
Falenosis,3,Octubre,2023,
Ficus Lyrata,3,Octubre,2023,
Gongora ,2,Octubre,2023,
Jade,15,Octubre,2023,
Maxillaria,3,Octubre,2023,
Mala Madre,10,Octubre,2023,
Moje Maculata ,3,Octubre,2023,
Mijuaquina,27,Octubre,2023,
Oncidium,9,Octubre,2023,
Peristeria Elata,8,Octubre,2023,
Epidendrum,9,Octubre,2023,
Tolumnia,18,Octubre,2023,
Sarmia,30,Octubre,2023,
Suculenta,94,Octubre,2023,
Vanda,6,Octubre,2023,
24 horas,17,Octubre,2023,
Llorona,4,Octubre,2023,
Vainilla,12,Octubre,2023,
Almendra ,400,Noviembre,2023,
Aleli,100,Noviembre,2023,
Aleli Adulto,52,Noviembre,2023,
Agave ,230,Noviembre,2023,
Avellana ,180,Noviembre,2023,
Algodón ,35,Noviembre,2023,
Aromatica ,70,Noviembre,2023,
Bromelia,11,Noviembre,2023,
Bambu Grande,18,Noviembre,2023,
Cayena,1846,Noviembre,2023,
Cassandra ,48,Noviembre,2023,
Cactus,80,Noviembre,2023,
Cajul,106,Noviembre,2023,
Caoba Criolla,232,Noviembre,2023,
Capricho,12,Noviembre,2023,
Caimito,5,Noviembre,2023,
Caimoni,100,Noviembre,2023,
Cedro,404,Noviembre,2023,
Coralillos,6,Noviembre,2023,
Cheflera,120,Noviembre,2023,
Cordelines,60,Noviembre,2023,
Copey,73,Noviembre,2023,
Corazon de paloma,1,Noviembre,2023,
Cuadricula,10,Noviembre,2023,
Cuerno de Venado,66,Noviembre,2023,
Crotos,2244,Noviembre,2023,
Dianela ,10,Noviembre,2023,
Duende,78,Noviembre,2023,
Diente de dragon,290,Noviembre,2023,
Escabiola,442,Noviembre,2023,
Filodendro Grande,8,Noviembre,2023,
Filodendro,30,Noviembre,2023,
Flor de Bayahibe,35,Noviembre,2023,
Framboyan,961,Noviembre,2023,
Galego Perejir,243,Noviembre,2023,
Gallego Matizado,669,Noviembre,2023,
Granada,20,Noviembre,2023,
Guarana,763,Noviembre,2023,
Guayacan,170,Noviembre,2023,
Guanillo,500,Noviembre,2023,
Guano,440,Noviembre,2023,
Gina,48,Noviembre,2023,
Gramberry,148,Noviembre,2023,
Higuero,170,Noviembre,2023,
Iris blanca,3,Noviembre,2023,
Jacaranda,248,Noviembre,2023,
Jasmin,60,Noviembre,2023,
Jamon con pan ,180,Noviembre,2023,
Juan Primero,600,Noviembre,2023,
Lengua de Vaca Enana,60,Noviembre,2023,
Lengua De Vaca Grande ,894,Noviembre,2023,
Limoncillo frutal,56,Noviembre,2023,
Lluvia de coral,1740,Noviembre,2023,
Marginata ,6,Noviembre,2023,
Mara ,130,Noviembre,2023,
Malva Roja ,50,Noviembre,2023,
Mamon ,1,Noviembre,2023,
Malva Verde,744,Noviembre,2023,
Nispero ,1,Noviembre,2023,
Mantequilla ,142,Noviembre,2023,
Moco de Pavo,50,Noviembre,2023,
Mondondro,175,Noviembre,2023,
Orquidea de tierra,26,Noviembre,2023,
Oregano Poleo,26,Noviembre,2023,
Pajon blanco,201,Noviembre,2023,
Palma datilera,664,Noviembre,2023,
Palma Areca,2405,Noviembre,2023,
Palma abanico,20,Noviembre,2023,
Palma Real,125,Noviembre,2023,
Palma Carpintero,30,Noviembre,2023,
Palma Cana ,556,Noviembre,2023,
Pama Alexandra ,2686,Noviembre,2023,
Palama Coco Plumoso,645,Noviembre,2023,
Palma Manila ,1966,Noviembre,2023,
Palma Guano,50,Noviembre,2023,
Palma Yarey,205,Noviembre,2023,
Palma Cola de Zorro,2,Noviembre,2023,
Palma Santiago,630,Noviembre,2023,
Palama Licuada ,360,Noviembre,2023,
Palo Robelina ,120,Noviembre,2023,
Palo de Brasil,19,Noviembre,2023,
Perla Negra,70,Noviembre,2023,
Palma mongo meliana ,88,Noviembre,2023,
Atenia ,20,Noviembre,2023,
Brassavola,3,Noviembre,2023,
Cattleya ,30,Noviembre,2023,
Cactus,49,Noviembre,2023,
Calenchoe,7,Noviembre,2023,
Cymbium,128,Noviembre,2023,
Dendrobium,205,Noviembre,2023,
Dendrobium Calante,2,Noviembre,2023,
Espotalotti,15,Noviembre,2023,
Falenosis,14,Noviembre,2023,
Ficus Lyrata,2,Noviembre,2023,
Gongora ,3,Noviembre,2023,
Jade ,5,Noviembre,2023,
Maxillaria,2,Noviembre,2023,
Mala Madre,10,Noviembre,2023,
Moje Maculata ,3,Noviembre,2023,
Mijuaquina,28,Noviembre,2023,
Oncidium,9,Noviembre,2023,
Peristeria Elata,5,Noviembre,2023,
Epidendrum,13,Noviembre,2023,
Tolumnia,21,Noviembre,2023,
Sarmia,28,Noviembre,2023,
Suculenta ,90,Noviembre,2023,
vanda ,7,Noviembre,2023,
24 Horas ,17,Noviembre,2023,
Llorona,4,Noviembre,2023,
Vainila,15,Noviembre,2023,
Almendra ,127,Diciembre,2023,
Aleli,150,Diciembre,2023,
Aleli Adulto,45,Diciembre,2023,
Agave ,170,Diciembre,2023,
Avellana,152,Diciembre,2023,
Algodón ,114,Diciembre,2023,
Aromatica ,8,Diciembre,2023,
Almendra,127,Diciembre,2023,
Aleli,150,Diciembre,2023,
Aleli Adulto,45,Diciembre,2023,
Agave,170,Diciembre,2023,
Avellana ,125,Diciembre,2023,
Algodón,114,Diciembre,2023,
Alamo,590,Diciembre,2023,
Bromelia,8,Diciembre,2023,
Bambu Grande,18,Diciembre,2023,
Cayena ,2131,Diciembre,2023,
Cassandra ,44,Diciembre,2023,
Cactus,45,Diciembre,2023,
Cajuil,110,Diciembre,2023,
Costilla De Adam,9,Diciembre,2023,
Caoba Criolla,522,Diciembre,2023,
Capricho,21,Diciembre,2023,
Caimoni,90,Diciembre,2023,
Cedro,459,Diciembre,2023,
Cheflera,2,Diciembre,2023,
Cordelines,41,Diciembre,2023,
Copey,81,Diciembre,2023,
Corazon de paloma,1,Diciembre,2023,
Quadriculare,10,Diciembre,2023,
Cuerno de Venado,83,Diciembre,2023,
Crotos ,1530,Diciembre,2023,
Dianela ( CINTA),15,Diciembre,2023,
Duende,35,Diciembre,2023,
Diente de dragon,28,Diciembre,2023,
Iris blanca,3,Diciembre,2023,
Filodendro,60,Diciembre,2023,
Ficus Alex,15,Diciembre,2023,
Ficus Lyrata,17,Diciembre,2023,
Flor de Bayahibe,67,Diciembre,2023,
Framboyan,1042,Diciembre,2023,
Gallego Matizado,580,Diciembre,2023,
Granada,18,Diciembre,2023,
Guarana ,788,Diciembre,2023,
Naranja Agria,7,Diciembre,2023,
Guayacan,530,Diciembre,2023,
Ginger,33,Diciembre,2023,
Gina,56,Diciembre,2023,
Gamberry,199,Diciembre,2023,
Higuero,200,Diciembre,2023,
Jacaranda,140,Diciembre,2023,
Jamon con pan ,80,Diciembre,2023,
Juan Primero,502,Diciembre,2023,
Lengua de Vaca Enana,43,Diciembre,2023,
Lengua de Vaca Grande ,1021,Diciembre,2023,
Limoncillo frutal,59,Diciembre,2023,
Lluvia de coral,1760,Diciembre,2023,
Mansayana,45,Diciembre,2023,
Marginata ,10,Diciembre,2023,
Mara,180,Diciembre,2023,
Valva Roja ,21,Diciembre,2023,
Marva Verde,858,Diciembre,2023,
Mantequilla ,130,Diciembre,2023,
Moco de Pavo,49,Diciembre,2023,
Mondondro,120,Diciembre,2023,
Orquidea de tierra,30,Diciembre,2023,
Oregano plateado ,20,Diciembre,2023,
Pajon blanco,239,Diciembre,2023,
Palma datilera,1011,Diciembre,2023,
Palma Areca,2640,Diciembre,2023,
Palma Real,145,Diciembre,2023,
Palma Cana ,496,Diciembre,2023,
Palma Alexandra,2540,Diciembre,2023,
Palma Coco Plumoso,911,Diciembre,2023,
Palma Manila ,1475,Diciembre,2023,
Pitahaya,5,Diciembre,2023,
Palma Guano,415,Diciembre,2023,
Palma Yarey,88,Diciembre,2023,
Palma Cola de Zorro,40,Diciembre,2023,
Palma Licuada ,125,Diciembre,2023,
Perla Negra,48,Diciembre,2023,
Puta De dia Seria De Noche ,70,Diciembre,2023,
Palma mongo meliana ,690,Diciembre,2023,
Pintalabio,260,Diciembre,2023,
Pino Curiviam,28,Diciembre,2023,
Piño Cubano,279,Diciembre,2023,
Penda,500,Diciembre,2023,
Rosas,8,Diciembre,2023,
Reflexa Adulta,7,Diciembre,2023,
Reflexa ,610,Diciembre,2023,
Roble Amariilo,5206,Diciembre,2023,
Robles Morado ,1086,Diciembre,2023,
Suculenta,38,Diciembre,2023,
Taberna Montana,60,Diciembre,2023,
Tamarindo ,410,Diciembre,2023,
Tocador,372,Diciembre,2023,
Tu y yo ,134,Diciembre,2023,
Uva de Sierra,110,Diciembre,2023,
Uva de playa,180,Diciembre,2023,
Violeta,70,Diciembre,2023,
Wife,90,Diciembre,2023,
Zapatico matizado,370,Diciembre,2023,
Yinyere,33,Diciembre,2023,
Zapatico Verde,790,Diciembre,2023,
Atania ,15,Enero,2024,
Brassavola,12,Enero,2024,
Clattleya ,31,Enero,2024,
Cactus,42,Enero,2024,
Cymbium,83,Enero,2024,
Demdrobium,105,Enero,2024,
Dendrobium Calante,3,Enero,2024,
Espalotti,6,Enero,2024,
Falenosis,13,Enero,2024,
Ficus Lyrata,1,Enero,2024,
Hoya Carnosa,10,Enero,2024,
Gongora ,3,Enero,2024,
Jade,15,Enero,2024,
Lagrima de bebe,17,Enero,2024,
Maxillaria,2,Enero,2024,
Mala Madre,12,Enero,2024,
Moje Maculata ,3,Enero,2024,
Mijuaquina,35,Enero,2024,
Oncidium,8,Enero,2024,
Peristeria Elata,3,Enero,2024,
Epidendrum,25,Enero,2024,
Pino Cipres ,36,Enero,2024,
Tolumnia,5,Enero,2024,
Zamiaculcas ,40,Enero,2024,
Suculenta,115,Enero,2024,
Vanda ,8,Enero,2024,
24 horas ,10,Enero,2024,
Llorona,2,Enero,2024,
Vainilla ,28,Enero,2024,
Almendra ,155,Enero,2024,
Aleli,45,Enero,2024,
Aleli Adulto,43,Enero,2024,
Agave ,115,Enero,2024,
Avellana ,190,Enero,2024,
Algodón ,108,Enero,2024,
Aromatica,60,Enero,2024,
Bromelia,10,Enero,2024,
Bambu Grande,18,Enero,2024,
Cayena ,1514,Enero,2024,
Cassandra ,32,Enero,2024,
Cactus,30,Enero,2024,
Caucho,11,Enero,2024,
Caoba Criolla,232,Enero,2024,
Capricho,7,Enero,2024,
Caimito,4,Enero,2024,
Caimoni,598,Enero,2024,
Cedro,286,Enero,2024,
Cheflera ,2,Enero,2024,
Caricactura,12,Enero,2024,
Cordelines ,6,Enero,2024,
Copey,78,Enero,2024,
Corazon de paloma,1,Enero,2024,
Cuadricula,5,Enero,2024,
Cuerno de Venado,66,Enero,2024,
Crotos,1338,Enero,2024,
Dianela ,11,Enero,2024,
Duende,27,Enero,2024,
Diente de dragon,290,Enero,2024,
Escabiola ,172,Enero,2024,
Ficus Alex ,13,Enero,2024,
Ficus Lyrata,10,Enero,2024,
Filodendro ,29,Enero,2024,
Flor de Bayahibe,147,Enero,2024,
Flor De Pascua,66,Enero,2024,
Framboyan,965,Enero,2024,
Gallego Perejil,90,Enero,2024,
Gallego Matizado,500,Enero,2024,
Granada ,21,Enero,2024,
Guarana ,777,Enero,2024,
Guanillo ,350,Enero,2024,
Guano ,357,Enero,2024,
Gina ,48,Enero,2024,
Granberry,147,Enero,2024,
Helecho,32,Enero,2024,
Higuero,190,Enero,2024,
Jacaranda ,150,Enero,2024,
Jazmin,40,Enero,2024,
Jamon con pan ,61,Enero,2024,
Juan Primero,464,Enero,2024,
Laruel,1,Enero,2024,
Lengua de Vaca Enana,1,Enero,2024,
Lengua De Vaca Grande ,580,Enero,2024,
Limoncillo frutal,48,Enero,2024,
Lluvia de coral,1880,Enero,2024,
Marginata ,9,Enero,2024,
Mara,150,Enero,2024,
Malva Roja ,40,Enero,2024,
Mansayan,19,Enero,2024,
malva Verde,789,Enero,2024,
Mantequilla ,114,Enero,2024,
Moco de Pavo,10,Enero,2024,
Mondondro,90,Enero,2024,
Orquidea de tierra,32,Enero,2024,
Oregano Poleo,8,Enero,2024,
Pajon rojo ,61,Enero,2024,
Pajon blanco,200,Enero,2024,
Palma datilera,1024,Enero,2024,
Palma Areca ,2383,Enero,2024,
Palma abanico,36,Enero,2024,
Palma Real,90,Enero,2024,
Palma Calpintero ,250,Enero,2024,
Palma Cana ,546,Enero,2024,
Palma Alexandra ,2740,Enero,2024,
Palma Coco Plumoso,726,Enero,2024,
Palma manila ,1395,Enero,2024,
Palma guano                                           ,40,Enero,2024,
Palma Yarey,100,Enero,2024,
Palma Cola de Zorro,25,Enero,2024,
Palma Santiago,580,Enero,2024,
Palma Robelina,90,Enero,2024,
Palma Bermuda ,190,Enero,2024,
Palo de Brasil,57,Enero,2024,
Perla Negra,6,Enero,2024,
Palma mongo meliana ,790,Enero,2024,
Pintalabio,225,Enero,2024,
Pino curiviam,28,Enero,2024,
Pino Cubano,28,Enero,2024,
Penda ,506,Enero,2024,
Rosas,8,Enero,2024,
Pulpura,101,Enero,2024,
Reflexa,824,Enero,2024,
Roble Amariilo,5134,Enero,2024,
Roble Morado,1081,Enero,2024,
Suculenta,40,Enero,2024,
Seria de Dia y Puta de Noche,35,Enero,2024,
Tamarindo,400,Enero,2024,
Taberna Montana,40,Enero,2024,
Tocador,80,Enero,2024,
Tu y yo ,107,Enero,2024,
Uva de Sierra,150,Enero,2024,
Uva de playa,393,Enero,2024,
Violeta,35,Enero,2024,
Voladora,250,Enero,2024,
Waife,48,Enero,2024,
Zapatico matizado,300,Enero,2024,
Yinyere,30,Enero,2024,
Zapatico Verde,700,Enero,2024,
Atenia ,30,Febrero,2024,
Brassavola,5,Febrero,2024,
Cattleya ,35,Febrero,2024,
Cactus,50,Febrero,2024,
Cymbium,110,Febrero,2024,
Dendrobium,155,Febrero,2024,
Dendrobium Calante,3,Febrero,2024,
Dmerandra ,42,Febrero,2024,
Espotalotti ,7,Febrero,2024,
Falenosis,12,Febrero,2024,
Ficus Lyrata,2,Febrero,2024,
Hoya Carnosa,8,Febrero,2024,
Gongora ,2,Febrero,2024,
Jade ,12,Febrero,2024,
Lagrima de bebe,19,Febrero,2024,
Mxillaria ,2,Febrero,2024,
Mala Madre,17,Febrero,2024,
Moje Maculata ,3,Febrero,2024,
Mijuaquina,45,Febrero,2024,
Oncidium,8,Febrero,2024,
Ornithocephalus,41,Febrero,2024,
Peristeteria Elata ,3,Febrero,2024,
Epidendrum,25,Febrero,2024,
Pino Cipres ,50,Febrero,2024,
Tolumnia,5,Febrero,2024,
Zamiaculcas ,31,Febrero,2024,
Suculenta,80,Febrero,2024,
Vanda ,6,Febrero,2024,
24 Horas ,15,Febrero,2024,
Llorona,1,Febrero,2024,
Vinilla,28,Febrero,2024,
Almedra ,70,Febrero,2024,
Aleli,85,Febrero,2024,
Aleli Adulto,46,Febrero,2024,
Agave,160,Febrero,2024,
Avellana ,190,Febrero,2024,
Alamo,580,Febrero,2024,
Algodón ,190,Febrero,2024,
Aromatica ,60,Febrero,2024,
Begonia ,37,Febrero,2024,
Bromelia ,11,Febrero,2024,
Bambu Grande,18,Febrero,2024,
Cayena,1410,Febrero,2024,
Cactus,60,Febrero,2024,
Caucho ,24,Febrero,2024,
Caoba Criolla,320,Febrero,2024,
Capricho ,9,Febrero,2024,
Cajuil,106,Febrero,2024,
Caimito ,3,Febrero,2024,
Caimoni ,80,Febrero,2024,
Campana Morada,110,Febrero,2024,
Cedro,820,Febrero,2024,
Cheflera ,5,Febrero,2024,
Caricactura,15,Febrero,2024,
Cordelines,6,Febrero,2024,
Copey,68,Febrero,2024,
Cuadricula,7,Febrero,2024,
Cuerno de Venado,75,Febrero,2024,
Crotos ,963,Febrero,2024,
Dianela ,16,Febrero,2024,
Duende ,28,Febrero,2024,
Diente de dragon,235,Febrero,2024,
Escabiola,137,Febrero,2024,
Ficus Alex ,11,Febrero,2024,
Ficus Lyrata,10,Febrero,2024,
Filodendro ,30,Febrero,2024,
Flor de Bayahibe ,200,Febrero,2024,
Flor De Pascua,22,Febrero,2024,
Framboyan,921,Febrero,2024,
Gallego Matizado,435,Febrero,2024,
Granada,18,Febrero,2024,
Guarana ,770,Febrero,2024,
Guayacan,510,Febrero,2024,
guanillo,6,Febrero,2024,
Guano,380,Febrero,2024,
Gina,70,Febrero,2024,
Granberry,44,Febrero,2024,
Helecho,8,Febrero,2024,
Higuero,230,Febrero,2024,
Jengibre,15,Febrero,2024,
Jacaranda ,130,Febrero,2024,
Jazmin,16,Febrero,2024,
Jamon con pan ,36,Febrero,2024,
Juan Primero,638,Febrero,2024,
Lengua de Vaca Grande ,455,Febrero,2024,
Limoncillo frutal,52,Febrero,2024,
Lluvia de coral,1200,Febrero,2024,
Marginata ,9,Febrero,2024,
Mara ,150,Febrero,2024,
Malva Roja ,11,Febrero,2024,
Masanyana ,28,Febrero,2024,
malva Verde,825,Febrero,2024,
Mantequilla ,36,Febrero,2024,
Moco de Pavo,2,Febrero,2024,
Mondondro,75,Febrero,2024,
Orquidea de tierra,24,Febrero,2024,
Pajon blanco,116,Febrero,2024,
Palma Datilera ,551,Febrero,2024,
Palma Areca ,2355,Febrero,2024,
Palma Abanico ,9,Febrero,2024,
Palma Real,155,Febrero,2024,
Palma Cana ,565,Febrero,2024,
Palma Alexandra,1630,Febrero,2024,
Palma Coco Plumoso,781,Febrero,2024,
palma Manila,1840,Febrero,2024,
Palma guano                                           ,400,Febrero,2024,
Palma Yarey,13,Febrero,2024,
